SPREFID,USUBJID,SEX,FWTESTCD,FWTEST,FWORRES,FWORRESU,FWDY,FWENDY,FWSTAT,FWREASND,trial_set_description
HCD-04,HCD-04-0006,M,WC,Water Consumption,31.3,g/day,15,22,Y,,CG
HCD-04,HCD-04-0005,M,WC,Water Consumption,31.3,g/day,15,22,Y,,CG
HCD-04,HCD-04-0006,M,WC,Water Consumption,29.2,g/day,22,29,Y,,CG
HCD-04,HCD-04-0005,M,WC,Water Consumption,29.2,g/day,22,29,Y,,CG
HCD-04,HCD-04-0006,M,FC,Food Consumption,22.1,g/day,1,8,Y,,CG
HCD-04,HCD-04-0005,M,FC,Food Consumption,22.1,g/day,1,8,Y,,CG
HCD-04,HCD-04-0006,M,FC,Food Consumption,24.9,g/day,8,15,Y,,CG
HCD-04,HCD-04-0005,M,FC,Food Consumption,24.9,g/day,8,15,Y,,CG
HCD-04,HCD-04-0006,M,FC,Food Consumption,17.9,g/day,15,22,Y,,CG
HCD-04,HCD-04-0005,M,FC,Food Consumption,17.9,g/day,15,22,Y,,CG
HCD-04,HCD-04-0006,M,FC,Food Consumption,22.1,g/day,22,29,Y,,CG
HCD-04,HCD-04-0005,M,FC,Food Consumption,22.1,g/day,22,29,Y,,CG
HCD-05,HCD-05-0006,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-05,HCD-05-0007,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-05,HCD-05-0008,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-05,HCD-05-0006,M,WC,Water Consumption,26,g/day,8,15,Y,,CG
HCD-05,HCD-05-0007,M,WC,Water Consumption,26,g/day,8,15,Y,,CG
HCD-05,HCD-05-0008,M,WC,Water Consumption,26,g/day,8,15,Y,,CG
HCD-05,HCD-05-0006,M,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-05,HCD-05-0007,M,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-05,HCD-05-0008,M,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-05,HCD-05-0006,M,WC,Water Consumption,30,g/day,22,29,Y,,CG
HCD-05,HCD-05-0007,M,WC,Water Consumption,30,g/day,22,29,Y,,CG
HCD-05,HCD-05-0008,M,WC,Water Consumption,30,g/day,22,29,Y,,CG
HCD-05,HCD-05-0006,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-05,HCD-05-0007,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-05,HCD-05-0008,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-05,HCD-05-0006,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-05,HCD-05-0007,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-05,HCD-05-0008,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-05,HCD-05-0006,M,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-05,HCD-05-0007,M,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-05,HCD-05-0008,M,FC,Food Consumption,19,g/day,15,22,Y,,CG
HCD-05,HCD-05-0006,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-05,HCD-05-0007,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-05,HCD-05-0008,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-14,HCD-14-0008,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-14,HCD-14-0007,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-14,HCD-14-0008,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-14,HCD-14-0007,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
HCD-14,HCD-14-0008,M,FC,Food Consumption,20,g/day,15,22,Y,,CG
HCD-14,HCD-14-0007,M,FC,Food Consumption,20,g/day,15,22,Y,,CG
HCD-14,HCD-14-0008,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-14,HCD-14-0007,M,FC,Food Consumption,22,g/day,22,29,Y,,CG
HCD-14,HCD-14-0008,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-14,HCD-14-0007,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-14,HCD-14-0008,M,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-14,HCD-14-0007,M,WC,Water Consumption,28,g/day,8,15,Y,,CG
HCD-14,HCD-14-0008,M,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-14,HCD-14-0007,M,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-14,HCD-14-0008,M,WC,Water Consumption,29,g/day,22,29,Y,,CG
HCD-14,HCD-14-0007,M,WC,Water Consumption,29,g/day,22,29,Y,,CG
HCD-13,HCD-13-0050,F,WC,Water Consumption,22,g/day,1,8,Y,,CG
HCD-13,HCD-13-0049,F,WC,Water Consumption,22,g/day,1,8,Y,,CG
HCD-13,HCD-13-0050,F,WC,Water Consumption,24,g/day,8,15,Y,,CG
HCD-13,HCD-13-0049,F,WC,Water Consumption,24,g/day,8,15,Y,,CG
HCD-13,HCD-13-0050,F,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-13,HCD-13-0049,F,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-13,HCD-13-0050,F,WC,Water Consumption,24,g/day,22,29,Y,,CG
HCD-13,HCD-13-0049,F,WC,Water Consumption,24,g/day,22,29,Y,,CG
HCD-13,HCD-13-0050,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-13,HCD-13-0049,F,FC,Food Consumption,16,g/day,1,8,Y,,CG
HCD-13,HCD-13-0050,F,FC,Food Consumption,16,g/day,8,15,Y,,CG
HCD-13,HCD-13-0049,F,FC,Food Consumption,16,g/day,8,15,Y,,CG
HCD-13,HCD-13-0050,F,FC,Food Consumption,16,g/day,15,22,Y,,CG
HCD-13,HCD-13-0049,F,FC,Food Consumption,16,g/day,15,22,Y,,CG
HCD-13,HCD-13-0050,F,FC,Food Consumption,15,g/day,22,29,Y,,CG
HCD-13,HCD-13-0049,F,FC,Food Consumption,15,g/day,22,29,Y,,CG
HCD-13,HCD-13-0005,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-13,HCD-13-0006,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-13,HCD-13-0005,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-13,HCD-13-0006,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-13,HCD-13-0005,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-13,HCD-13-0006,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
HCD-13,HCD-13-0005,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-13,HCD-13-0006,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
HCD-13,HCD-13-0005,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-13,HCD-13-0006,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
HCD-13,HCD-13-0005,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-13,HCD-13-0006,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
HCD-13,HCD-13-0005,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-13,HCD-13-0006,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-13,HCD-13-0005,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-13,HCD-13-0006,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-01,HCD-01-0080,F,FC,Food Consumption,18.4,g/day,1,8,Y,,CG
HCD-01,HCD-01-0081,F,FC,Food Consumption,18.4,g/day,1,8,Y,,CG
HCD-01,HCD-01-0080,F,FC,Food Consumption,18.1,g/day,8,15,Y,,CG
HCD-01,HCD-01-0081,F,FC,Food Consumption,18.1,g/day,8,15,Y,,CG
HCD-01,HCD-01-0080,F,FC,Food Consumption,18.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0081,F,FC,Food Consumption,18.3,g/day,15,21,Y,,CG
HCD-01,HCD-01-0080,F,FC,Food Consumption,16.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0081,F,FC,Food Consumption,16.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0080,F,WC,Water Consumption,30.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0081,F,WC,Water Consumption,30.1,g/day,1,8,Y,,CG
HCD-01,HCD-01-0080,F,WC,Water Consumption,30.6,g/day,8,15,Y,,CG
HCD-01,HCD-01-0081,F,WC,Water Consumption,30.6,g/day,8,15,Y,,CG
HCD-01,HCD-01-0080,F,WC,Water Consumption,30.9,g/day,15,21,Y,,CG
HCD-01,HCD-01-0081,F,WC,Water Consumption,30.9,g/day,15,21,Y,,CG
HCD-01,HCD-01-0080,F,WC,Water Consumption,27.6,g/day,22,28,Y,,CG
HCD-01,HCD-01-0081,F,WC,Water Consumption,27.6,g/day,22,28,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,26.6,g/day,1,8,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,26.6,g/day,1,8,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,28.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,28.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,26.2,g/day,15,22,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,26.2,g/day,15,22,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,31.9,g/day,22,29,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,31.9,g/day,22,29,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,28.9,g/day,29,36,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,28.9,g/day,29,36,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,26.4,g/day,36,43,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,26.4,g/day,36,43,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,22.4,g/day,43,50,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,22.4,g/day,43,50,Y,,CG
HCD-04,HCD-04-0020,M,WC,Water Consumption,22.1,g/day,50,57,Y,,CG
HCD-04,HCD-04-0019,M,WC,Water Consumption,22.1,g/day,50,57,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,22.6,g/day,1,8,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,22.6,g/day,1,8,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,24.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,24.1,g/day,8,15,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,25.1,g/day,15,22,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,25.1,g/day,15,22,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,25.6,g/day,22,29,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,25.6,g/day,22,29,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,27.1,g/day,29,36,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,27.1,g/day,29,36,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,25.1,g/day,36,43,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,25.1,g/day,36,43,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,24,g/day,43,50,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,24,g/day,43,50,Y,,CG
HCD-04,HCD-04-0020,M,FC,Food Consumption,20.9,g/day,50,57,Y,,CG
HCD-04,HCD-04-0019,M,FC,Food Consumption,20.9,g/day,50,57,Y,,CG
HCD-06,HCD-06-0069,F,WC,Water Consumption,20.2,g/day,1,8,Y,,CG
HCD-06,HCD-06-0067,F,WC,Water Consumption,20.2,g/day,1,8,Y,,CG
HCD-06,HCD-06-0068,F,WC,Water Consumption,20.2,g/day,1,8,Y,,CG
HCD-06,HCD-06-0069,F,WC,Water Consumption,24,g/day,8,15,Y,,CG
HCD-06,HCD-06-0067,F,WC,Water Consumption,24,g/day,8,15,Y,,CG
HCD-06,HCD-06-0068,F,WC,Water Consumption,24,g/day,8,15,Y,,CG
HCD-06,HCD-06-0069,F,WC,Water Consumption,24.8,g/day,15,22,Y,,CG
HCD-06,HCD-06-0067,F,WC,Water Consumption,24.8,g/day,15,22,Y,,CG
HCD-06,HCD-06-0068,F,WC,Water Consumption,24.8,g/day,15,22,Y,,CG
HCD-06,HCD-06-0069,F,WC,Water Consumption,25.4,g/day,22,29,Y,,CG
HCD-06,HCD-06-0067,F,WC,Water Consumption,25.4,g/day,22,29,Y,,CG
HCD-06,HCD-06-0068,F,WC,Water Consumption,25.4,g/day,22,29,Y,,CG
HCD-06,HCD-06-0069,F,FC,Food Consumption,16.9,g/day,1,8,Y,,CG
HCD-06,HCD-06-0067,F,FC,Food Consumption,16.9,g/day,1,8,Y,,CG
HCD-06,HCD-06-0068,F,FC,Food Consumption,16.9,g/day,1,8,Y,,CG
HCD-06,HCD-06-0069,F,FC,Food Consumption,18.4,g/day,8,15,Y,,CG
HCD-06,HCD-06-0067,F,FC,Food Consumption,18.4,g/day,8,15,Y,,CG
HCD-06,HCD-06-0068,F,FC,Food Consumption,18.4,g/day,8,15,Y,,CG
HCD-06,HCD-06-0069,F,FC,Food Consumption,19.8,g/day,15,22,Y,,CG
HCD-06,HCD-06-0067,F,FC,Food Consumption,19.8,g/day,15,22,Y,,CG
HCD-06,HCD-06-0068,F,FC,Food Consumption,19.8,g/day,15,22,Y,,CG
HCD-06,HCD-06-0069,F,FC,Food Consumption,19,g/day,22,29,Y,,CG
HCD-06,HCD-06-0067,F,FC,Food Consumption,19,g/day,22,29,Y,,CG
HCD-06,HCD-06-0068,F,FC,Food Consumption,19,g/day,22,29,Y,,CG
HCD-10,HCD-10-0004,M,FC,Food Consumption,21.6,g/day,1,8,Y,,CG
HCD-10,HCD-10-0003,M,FC,Food Consumption,21.6,g/day,1,8,Y,,CG
HCD-10,HCD-10-0004,M,FC,Food Consumption,22.9,g/day,8,15,Y,,CG
HCD-10,HCD-10-0003,M,FC,Food Consumption,22.9,g/day,8,15,Y,,CG
HCD-10,HCD-10-0004,M,FC,Food Consumption,21.1,g/day,15,22,Y,,CG
HCD-10,HCD-10-0003,M,FC,Food Consumption,21.1,g/day,15,22,Y,,CG
HCD-10,HCD-10-0004,M,FC,Food Consumption,22.2,g/day,22,29,Y,,CG
HCD-10,HCD-10-0003,M,FC,Food Consumption,22.2,g/day,22,29,Y,,CG
HCD-10,HCD-10-0004,M,WC,Water Consumption,27.6,g/day,1,8,Y,,CG
HCD-10,HCD-10-0003,M,WC,Water Consumption,27.6,g/day,1,8,Y,,CG
HCD-10,HCD-10-0004,M,WC,Water Consumption,27.5,g/day,8,15,Y,,CG
HCD-10,HCD-10-0003,M,WC,Water Consumption,27.5,g/day,8,15,Y,,CG
HCD-10,HCD-10-0004,M,WC,Water Consumption,29.1,g/day,15,22,Y,,CG
HCD-10,HCD-10-0003,M,WC,Water Consumption,29.1,g/day,15,22,Y,,CG
HCD-10,HCD-10-0004,M,WC,Water Consumption,29.4,g/day,22,29,Y,,CG
HCD-10,HCD-10-0003,M,WC,Water Consumption,29.4,g/day,22,29,Y,,CG
HCD-10,HCD-10-0008,M,FC,Food Consumption,23.1,g/day,1,8,Y,,CG
HCD-10,HCD-10-0007,M,FC,Food Consumption,23.1,g/day,1,8,Y,,CG
HCD-10,HCD-10-0008,M,FC,Food Consumption,24.2,g/day,8,15,Y,,CG
HCD-10,HCD-10-0007,M,FC,Food Consumption,24.2,g/day,8,15,Y,,CG
HCD-10,HCD-10-0008,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-10,HCD-10-0007,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
HCD-10,HCD-10-0008,M,FC,Food Consumption,21.9,g/day,22,29,Y,,CG
HCD-10,HCD-10-0007,M,FC,Food Consumption,21.9,g/day,22,29,Y,,CG
HCD-10,HCD-10-0008,M,WC,Water Consumption,26,g/day,1,8,Y,,CG
HCD-10,HCD-10-0007,M,WC,Water Consumption,26,g/day,1,8,Y,,CG
HCD-10,HCD-10-0008,M,WC,Water Consumption,27.4,g/day,8,15,Y,,CG
HCD-10,HCD-10-0007,M,WC,Water Consumption,27.4,g/day,8,15,Y,,CG
HCD-10,HCD-10-0008,M,WC,Water Consumption,24.4,g/day,15,22,Y,,CG
HCD-10,HCD-10-0007,M,WC,Water Consumption,24.4,g/day,15,22,Y,,CG
HCD-10,HCD-10-0008,M,WC,Water Consumption,27.1,g/day,22,29,Y,,CG
HCD-10,HCD-10-0007,M,WC,Water Consumption,27.1,g/day,22,29,Y,,CG
HCD-02,HCD-02-0002,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-02,HCD-02-0001,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-02,HCD-02-0003,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
HCD-02,HCD-02-0002,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-02,HCD-02-0001,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-02,HCD-02-0003,M,WC,Water Consumption,31,g/day,8,15,Y,,CG
HCD-02,HCD-02-0002,M,WC,Water Consumption,32,g/day,15,22,Y,,CG
HCD-02,HCD-02-0001,M,WC,Water Consumption,32,g/day,15,22,Y,,CG
HCD-02,HCD-02-0003,M,WC,Water Consumption,32,g/day,15,22,Y,,CG
HCD-02,HCD-02-0002,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-02,HCD-02-0001,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-02,HCD-02-0003,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
HCD-02,HCD-02-0002,M,FC,Food Consumption,25,g/day,1,8,Y,,CG
HCD-02,HCD-02-0001,M,FC,Food Consumption,25,g/day,1,8,Y,,CG
HCD-02,HCD-02-0003,M,FC,Food Consumption,25,g/day,1,8,Y,,CG
HCD-02,HCD-02-0002,M,FC,Food Consumption,26,g/day,8,15,Y,,CG
HCD-02,HCD-02-0001,M,FC,Food Consumption,26,g/day,8,15,Y,,CG
HCD-02,HCD-02-0003,M,FC,Food Consumption,26,g/day,8,15,Y,,CG
HCD-02,HCD-02-0002,M,FC,Food Consumption,25,g/day,15,22,Y,,CG
HCD-02,HCD-02-0001,M,FC,Food Consumption,25,g/day,15,22,Y,,CG
HCD-02,HCD-02-0003,M,FC,Food Consumption,25,g/day,15,22,Y,,CG
HCD-02,HCD-02-0002,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-02,HCD-02-0001,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-02,HCD-02-0003,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
HCD-08,HCD-08-0001,M,FC,Food Consumption,22.1,g/day,8,15,Y,,CG
HCD-08,HCD-08-0002,M,FC,Food Consumption,22.1,g/day,8,15,Y,,CG
HCD-08,HCD-08-0001,M,FC,Food Consumption,22.2,g/day,15,22,Y,,CG
HCD-08,HCD-08-0002,M,FC,Food Consumption,22.2,g/day,15,22,Y,,CG
HCD-08,HCD-08-0001,M,FC,Food Consumption,23.6,g/day,22,29,Y,,CG
HCD-08,HCD-08-0002,M,FC,Food Consumption,23.6,g/day,22,29,Y,,CG
HCD-08,HCD-08-0001,M,FC,Food Consumption,21.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0002,M,FC,Food Consumption,21.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0001,M,WC,Water Consumption,28.6,g/day,8,15,Y,,CG
HCD-08,HCD-08-0002,M,WC,Water Consumption,28.6,g/day,8,15,Y,,CG
HCD-08,HCD-08-0001,M,WC,Water Consumption,29.4,g/day,15,22,Y,,CG
HCD-08,HCD-08-0002,M,WC,Water Consumption,29.4,g/day,15,22,Y,,CG
HCD-08,HCD-08-0001,M,WC,Water Consumption,30.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0002,M,WC,Water Consumption,30.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0001,M,WC,Water Consumption,29.6,g/day,29,36,Y,,CG
HCD-08,HCD-08-0002,M,WC,Water Consumption,29.6,g/day,29,36,Y,,CG
HCD-08,HCD-08-0063,F,FC,Food Consumption,15.4,g/day,8,15,Y,,CG
HCD-08,HCD-08-0062,F,FC,Food Consumption,15.4,g/day,8,15,Y,,CG
HCD-08,HCD-08-0063,F,FC,Food Consumption,15,g/day,15,22,Y,,CG
HCD-08,HCD-08-0062,F,FC,Food Consumption,15,g/day,15,22,Y,,CG
HCD-08,HCD-08-0063,F,FC,Food Consumption,15.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0062,F,FC,Food Consumption,15.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0063,F,FC,Food Consumption,14.9,g/day,29,36,Y,,CG
HCD-08,HCD-08-0062,F,FC,Food Consumption,14.9,g/day,29,36,Y,,CG
HCD-08,HCD-08-0063,F,WC,Water Consumption,18.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0062,F,WC,Water Consumption,18.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0063,F,WC,Water Consumption,19.1,g/day,15,22,Y,,CG
HCD-08,HCD-08-0062,F,WC,Water Consumption,19.1,g/day,15,22,Y,,CG
HCD-08,HCD-08-0063,F,WC,Water Consumption,22.4,g/day,22,29,Y,,CG
HCD-08,HCD-08-0062,F,WC,Water Consumption,22.4,g/day,22,29,Y,,CG
HCD-08,HCD-08-0063,F,WC,Water Consumption,20.3,g/day,29,36,Y,,CG
HCD-08,HCD-08-0062,F,WC,Water Consumption,20.3,g/day,29,36,Y,,CG
HCD-08,HCD-08-0003,M,FC,Food Consumption,19.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0004,M,FC,Food Consumption,19.9,g/day,8,15,Y,,CG
HCD-08,HCD-08-0003,M,FC,Food Consumption,20.9,g/day,15,22,Y,,CG
HCD-08,HCD-08-0004,M,FC,Food Consumption,20.9,g/day,15,22,Y,,CG
HCD-08,HCD-08-0003,M,FC,Food Consumption,21.6,g/day,22,29,Y,,CG
HCD-08,HCD-08-0004,M,FC,Food Consumption,21.6,g/day,22,29,Y,,CG
HCD-08,HCD-08-0003,M,FC,Food Consumption,19.4,g/day,29,36,Y,,CG
HCD-08,HCD-08-0004,M,FC,Food Consumption,19.4,g/day,29,36,Y,,CG
HCD-08,HCD-08-0003,M,WC,Water Consumption,27.3,g/day,8,15,Y,,CG
HCD-08,HCD-08-0004,M,WC,Water Consumption,27.3,g/day,8,15,Y,,CG
HCD-08,HCD-08-0003,M,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-08,HCD-08-0004,M,WC,Water Consumption,27,g/day,15,22,Y,,CG
HCD-08,HCD-08-0003,M,WC,Water Consumption,26.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0004,M,WC,Water Consumption,26.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0003,M,WC,Water Consumption,25.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0004,M,WC,Water Consumption,25.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0010,M,FC,Food Consumption,23.4,g/day,8,15,Y,,CG
HCD-08,HCD-08-0009,M,FC,Food Consumption,23.4,g/day,8,15,Y,,CG
HCD-08,HCD-08-0010,M,FC,Food Consumption,23.4,g/day,15,22,Y,,CG
HCD-08,HCD-08-0009,M,FC,Food Consumption,23.4,g/day,15,22,Y,,CG
HCD-08,HCD-08-0010,M,FC,Food Consumption,23.1,g/day,22,29,Y,,CG
HCD-08,HCD-08-0009,M,FC,Food Consumption,23.1,g/day,22,29,Y,,CG
HCD-08,HCD-08-0010,M,FC,Food Consumption,22.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0009,M,FC,Food Consumption,22.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0010,M,WC,Water Consumption,29.1,g/day,8,15,Y,,CG
HCD-08,HCD-08-0009,M,WC,Water Consumption,29.1,g/day,8,15,Y,,CG
HCD-08,HCD-08-0010,M,WC,Water Consumption,29.7,g/day,15,22,Y,,CG
HCD-08,HCD-08-0009,M,WC,Water Consumption,29.7,g/day,15,22,Y,,CG
HCD-08,HCD-08-0010,M,WC,Water Consumption,29.8,g/day,22,29,Y,,CG
HCD-08,HCD-08-0009,M,WC,Water Consumption,29.8,g/day,22,29,Y,,CG
HCD-08,HCD-08-0010,M,WC,Water Consumption,29.8,g/day,29,36,Y,,CG
HCD-08,HCD-08-0009,M,WC,Water Consumption,29.8,g/day,29,36,Y,,CG
HCD-07,HCD-07-0022,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
HCD-07,HCD-07-0023,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
HCD-07,HCD-07-0021,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
HCD-07,HCD-07-0022,F,FC,Food Consumption,16.5,g/day,8,15,Y,,CG
HCD-07,HCD-07-0023,F,FC,Food Consumption,16.5,g/day,8,15,Y,,CG
HCD-07,HCD-07-0021,F,FC,Food Consumption,16.5,g/day,8,15,Y,,CG
HCD-07,HCD-07-0022,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
HCD-07,HCD-07-0023,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
HCD-07,HCD-07-0021,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
HCD-07,HCD-07-0022,F,FC,Food Consumption,17.3,g/day,22,28,Y,,CG
HCD-07,HCD-07-0023,F,FC,Food Consumption,17.3,g/day,22,28,Y,,CG
HCD-07,HCD-07-0021,F,FC,Food Consumption,17.3,g/day,22,28,Y,,CG
HCD-07,HCD-07-0022,F,WC,Water Consumption,21.2,g/day,1,8,Y,,CG
HCD-07,HCD-07-0023,F,WC,Water Consumption,21.2,g/day,1,8,Y,,CG
HCD-07,HCD-07-0021,F,WC,Water Consumption,21.2,g/day,1,8,Y,,CG
HCD-07,HCD-07-0022,F,WC,Water Consumption,21.9,g/day,8,15,Y,,CG
HCD-07,HCD-07-0023,F,WC,Water Consumption,21.9,g/day,8,15,Y,,CG
HCD-07,HCD-07-0021,F,WC,Water Consumption,21.9,g/day,8,15,Y,,CG
HCD-07,HCD-07-0022,F,WC,Water Consumption,23.2,g/day,15,22,Y,,CG
HCD-07,HCD-07-0023,F,WC,Water Consumption,23.2,g/day,15,22,Y,,CG
HCD-07,HCD-07-0021,F,WC,Water Consumption,23.2,g/day,15,22,Y,,CG
HCD-07,HCD-07-0022,F,WC,Water Consumption,22.3,g/day,22,28,Y,,CG
HCD-07,HCD-07-0023,F,WC,Water Consumption,22.3,g/day,22,28,Y,,CG
HCD-07,HCD-07-0021,F,WC,Water Consumption,22.3,g/day,22,28,Y,,CG
HCD-14,HCD-14-0064,F,WC,Water Consumption,21,g/day,1,8,Y,,CG
HCD-14,HCD-14-0065,F,WC,Water Consumption,21,g/day,1,8,Y,,CG
HCD-14,HCD-14-0064,F,WC,Water Consumption,23,g/day,8,15,Y,,CG
HCD-14,HCD-14-0065,F,WC,Water Consumption,23,g/day,8,15,Y,,CG
HCD-14,HCD-14-0064,F,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-14,HCD-14-0065,F,WC,Water Consumption,24,g/day,15,22,Y,,CG
HCD-14,HCD-14-0064,F,WC,Water Consumption,25,g/day,22,29,Y,,CG
