SPREFID,USUBJID,SEX,FWTESTCD,FWTEST,FWORRES,FWORRESU,FWDY,FWENDY,FWSTAT,FWREASND,trial_set_description
HCD-05,HCD-05-0088,F,FC,Food Consumption,18,g/day,43,50,Y,,CG
HCD-05,HCD-05-0087,F,FC,Food Consumption,18,g/day,43,50,Y,,CG
HCD-05,HCD-05-0089,F,FC,Food Consumption,18,g/day,43,50,Y,,CG
HCD-05,HCD-05-0088,F,FC,Food Consumption,18,g/day,50,57,Y,,CG
HCD-05,HCD-05-0087,F,FC,Food Consumption,18,g/day,50,57,Y,,CG
HCD-05,HCD-05-0089,F,FC,Food Consumption,18,g/day,50,57,Y,,CG
HCD-05,HCD-05-0088,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-05,HCD-05-0087,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-05,HCD-05-0089,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-05,HCD-05-0088,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-05,HCD-05-0087,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-05,HCD-05-0089,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-05,HCD-05-0088,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-05,HCD-05-0087,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-05,HCD-05-0089,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-05,HCD-05-0088,F,FC,Food Consumption,18,g/day,22,29,Y,,CG
HCD-05,HCD-05-0087,F,FC,Food Consumption,18,g/day,22,29,Y,,CG
HCD-05,HCD-05-0089,F,FC,Food Consumption,18,g/day,22,29,Y,,CG
HCD-02,HCD-02-0095,F,WC,Water Consumption,28,g/day,1,8,Y,,CG
HCD-02,HCD-02-0096,F,WC,Water Consumption,28,g/day,1,8,Y,,CG
HCD-02,HCD-02-0094,F,WC,Water Consumption,28,g/day,1,8,Y,,CG
HCD-02,HCD-02-0095,F,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-02,HCD-02-0096,F,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-02,HCD-02-0094,F,WC,Water Consumption,29,g/day,8,15,Y,,CG
HCD-02,HCD-02-0095,F,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-02,HCD-02-0096,F,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-02,HCD-02-0094,F,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-02,HCD-02-0095,F,WC,Water Consumption,25,g/day,22,29,Y,,CG
HCD-02,HCD-02-0096,F,WC,Water Consumption,25,g/day,22,29,Y,,CG
HCD-02,HCD-02-0094,F,WC,Water Consumption,25,g/day,22,29,Y,,CG
HCD-02,HCD-02-0095,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-02,HCD-02-0096,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-02,HCD-02-0094,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
HCD-02,HCD-02-0095,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-02,HCD-02-0096,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-02,HCD-02-0094,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-02,HCD-02-0095,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-02,HCD-02-0096,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-02,HCD-02-0094,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
HCD-02,HCD-02-0095,F,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-02,HCD-02-0096,F,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-02,HCD-02-0094,F,FC,Food Consumption,17,g/day,22,29,Y,,CG
HCD-08,HCD-08-0005,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-08,HCD-08-0006,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-08,HCD-08-0005,M,FC,Food Consumption,22.2,g/day,15,22,Y,,CG
HCD-08,HCD-08-0006,M,FC,Food Consumption,22.2,g/day,15,22,Y,,CG
HCD-08,HCD-08-0005,M,FC,Food Consumption,24.3,g/day,22,29,Y,,CG
HCD-08,HCD-08-0006,M,FC,Food Consumption,24.3,g/day,22,29,Y,,CG
HCD-08,HCD-08-0005,M,FC,Food Consumption,20.1,g/day,29,36,Y,,CG
HCD-08,HCD-08-0006,M,FC,Food Consumption,20.1,g/day,29,36,Y,,CG
HCD-08,HCD-08-0005,M,WC,Water Consumption,26.2,g/day,8,15,Y,,CG
HCD-08,HCD-08-0006,M,WC,Water Consumption,26.2,g/day,8,15,Y,,CG
HCD-08,HCD-08-0005,M,WC,Water Consumption,28.2,g/day,15,22,Y,,CG
HCD-08,HCD-08-0006,M,WC,Water Consumption,28.2,g/day,15,22,Y,,CG
HCD-08,HCD-08-0005,M,WC,Water Consumption,29.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0006,M,WC,Water Consumption,29.9,g/day,22,29,Y,,CG
HCD-08,HCD-08-0005,M,WC,Water Consumption,25.6,g/day,29,36,Y,,CG
HCD-08,HCD-08-0006,M,WC,Water Consumption,25.6,g/day,29,36,Y,,CG
HCD-03,HCD-03-0007,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-03,HCD-03-0006,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-03,HCD-03-0008,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-03,HCD-03-0007,M,WC,Water Consumption,27,g/day,8,15,Y,,CG
HCD-03,HCD-03-0006,M,WC,Water Consumption,27,g/day,8,15,Y,,CG
HCD-03,HCD-03-0008,M,WC,Water Consumption,27,g/day,8,15,Y,,CG
HCD-03,HCD-03-0007,M,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-03,HCD-03-0006,M,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-03,HCD-03-0008,M,WC,Water Consumption,28,g/day,15,22,Y,,CG
HCD-03,HCD-03-0007,M,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-03,HCD-03-0006,M,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-03,HCD-03-0008,M,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-03,HCD-03-0007,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-03,HCD-03-0006,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-03,HCD-03-0008,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
HCD-03,HCD-03-0007,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-03,HCD-03-0006,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-03,HCD-03-0008,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
HCD-03,HCD-03-0007,M,FC,Food Consumption,21,g/day,15,22,Y,,CG
HCD-03,HCD-03-0006,M,FC,Food Consumption,21,g/day,15,22,Y,,CG
HCD-03,HCD-03-0008,M,FC,Food Consumption,21,g/day,15,22,Y,,CG
HCD-03,HCD-03-0007,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-03,HCD-03-0006,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-03,HCD-03-0008,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
HCD-06,HCD-06-0034,M,WC,Water Consumption,27.9,g/day,1,8,Y,,CG
HCD-06,HCD-06-0033,M,WC,Water Consumption,27.9,g/day,1,8,Y,,CG
HCD-06,HCD-06-0034,M,WC,Water Consumption,31.9,g/day,8,15,Y,,CG
HCD-06,HCD-06-0033,M,WC,Water Consumption,31.9,g/day,8,15,Y,,CG
HCD-06,HCD-06-0034,M,WC,Water Consumption,31.9,g/day,15,22,Y,,CG
HCD-06,HCD-06-0033,M,WC,Water Consumption,31.9,g/day,15,22,Y,,CG
HCD-06,HCD-06-0034,M,WC,Water Consumption,31.9,g/day,22,29,Y,,CG
HCD-06,HCD-06-0033,M,WC,Water Consumption,31.9,g/day,22,29,Y,,CG
HCD-06,HCD-06-0034,M,FC,Food Consumption,22.1,g/day,1,8,Y,,CG
HCD-06,HCD-06-0033,M,FC,Food Consumption,22.1,g/day,1,8,Y,,CG
HCD-06,HCD-06-0034,M,FC,Food Consumption,24.4,g/day,8,15,Y,,CG
HCD-06,HCD-06-0033,M,FC,Food Consumption,24.4,g/day,8,15,Y,,CG
HCD-06,HCD-06-0034,M,FC,Food Consumption,24.4,g/day,15,22,Y,,CG
HCD-06,HCD-06-0033,M,FC,Food Consumption,24.4,g/day,15,22,Y,,CG
HCD-06,HCD-06-0034,M,FC,Food Consumption,22.1,g/day,22,29,Y,,CG
HCD-06,HCD-06-0033,M,FC,Food Consumption,22.1,g/day,22,29,Y,,CG
HCD-10,HCD-10-0074,F,WC,Water Consumption,23.7,g/day,1,8,Y,,CG
HCD-10,HCD-10-0075,F,WC,Water Consumption,23.7,g/day,1,8,Y,,CG
HCD-10,HCD-10-0074,F,WC,Water Consumption,26.6,g/day,8,15,Y,,CG
HCD-10,HCD-10-0075,F,WC,Water Consumption,26.6,g/day,8,15,Y,,CG
HCD-10,HCD-10-0074,F,WC,Water Consumption,28.4,g/day,15,22,Y,,CG
HCD-10,HCD-10-0075,F,WC,Water Consumption,28.4,g/day,15,22,Y,,CG
HCD-10,HCD-10-0074,F,WC,Water Consumption,25.6,g/day,22,29,Y,,CG
HCD-10,HCD-10-0075,F,WC,Water Consumption,25.6,g/day,22,29,Y,,CG
HCD-10,HCD-10-0074,F,FC,Food Consumption,16.8,g/day,1,8,Y,,CG
HCD-10,HCD-10-0075,F,FC,Food Consumption,16.8,g/day,1,8,Y,,CG
HCD-10,HCD-10-0074,F,FC,Food Consumption,17.4,g/day,8,15,Y,,CG
HCD-10,HCD-10-0075,F,FC,Food Consumption,17.4,g/day,8,15,Y,,CG
HCD-10,HCD-10-0074,F,FC,Food Consumption,18.9,g/day,15,22,Y,,CG
HCD-10,HCD-10-0075,F,FC,Food Consumption,18.9,g/day,15,22,Y,,CG
HCD-10,HCD-10-0074,F,FC,Food Consumption,16.1,g/day,22,29,Y,,CG
HCD-10,HCD-10-0075,F,FC,Food Consumption,16.1,g/day,22,29,Y,,CG
HCD-10,HCD-10-0083,F,WC,Water Consumption,20.1,g/day,1,8,Y,,CG
HCD-10,HCD-10-0082,F,WC,Water Consumption,20.1,g/day,1,8,Y,,CG
HCD-10,HCD-10-0083,F,WC,Water Consumption,23.6,g/day,8,15,Y,,CG
HCD-10,HCD-10-0082,F,WC,Water Consumption,23.6,g/day,8,15,Y,,CG
HCD-10,HCD-10-0083,F,WC,Water Consumption,25,g/day,15,22,Y,,CG
HCD-10,HCD-10-0082,F,WC,Water Consumption,25,g/day,15,22,Y,,CG
HCD-10,HCD-10-0083,F,WC,Water Consumption,24.8,g/day,22,29,Y,,CG
HCD-10,HCD-10-0082,F,WC,Water Consumption,24.8,g/day,22,29,Y,,CG
HCD-10,HCD-10-0083,F,FC,Food Consumption,16.5,g/day,1,8,Y,,CG
HCD-10,HCD-10-0082,F,FC,Food Consumption,16.5,g/day,1,8,Y,,CG
HCD-10,HCD-10-0083,F,FC,Food Consumption,17.4,g/day,8,15,Y,,CG
HCD-10,HCD-10-0082,F,FC,Food Consumption,17.4,g/day,8,15,Y,,CG
HCD-10,HCD-10-0083,F,FC,Food Consumption,17.3,g/day,15,22,Y,,CG
HCD-10,HCD-10-0082,F,FC,Food Consumption,17.3,g/day,15,22,Y,,CG
HCD-10,HCD-10-0083,F,FC,Food Consumption,16.2,g/day,22,29,Y,,CG
HCD-10,HCD-10-0082,F,FC,Food Consumption,16.2,g/day,22,29,Y,,CG
HCD-02,HCD-02-0102,F,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-02,HCD-02-0103,F,WC,Water Consumption,27,g/day,1,8,Y,,CG
HCD-02,HCD-02-0102,F,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-02,HCD-02-0103,F,WC,Water Consumption,30,g/day,8,15,Y,,CG
HCD-02,HCD-02-0102,F,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0103,F,WC,Water Consumption,30,g/day,15,22,Y,,CG
HCD-02,HCD-02-0102,F,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-02,HCD-02-0103,F,WC,Water Consumption,27,g/day,22,29,Y,,CG
HCD-02,HCD-02-0102,F,FC,Food Consumption,13,g/day,1,8,Y,,CG
HCD-02,HCD-02-0103,F,FC,Food Consumption,13,g/day,1,8,Y,,CG
HCD-02,HCD-02-0102,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-02,HCD-02-0103,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
HCD-02,HCD-02-0102,F,FC,Food Consumption,17,g/day,15,22,Y,,CG
HCD-02,HCD-02-0103,F,FC,Food Consumption,17,g/day,15,22,Y,,CG
HCD-02,HCD-02-0102,F,FC,Food Consumption,15,g/day,22,29,Y,,CG
HCD-02,HCD-02-0103,F,FC,Food Consumption,15,g/day,22,29,Y,,CG
